date,station,pm25,temperature_c,humidity_pct,wind_speed_kmh,rainfall_mm
2024-03-03,Gulberg,93.6,13.2,43.7,5.62,0.0
2023-02-22,Johar Town,119.3,16.2,43.8,1.84,2.2
2024-06-13,Johar Town,47.6,32.6,51.0,0.77,0.0
2023-06-09,DHA,8.0,33.4,40.5,0.92,2.8
2024-12-13,Johar Town,128.3,16.0,72.6,4.08,0.5
2023-02-13,Township,122.1,11.2,51.6,4.22,0.0
2024-05-13,Johar Town,51.8,29.7,18.4,5.24,0.0
2024-06-05,Township,62.0,38.9,42.0,3.12,0.0
2024-12-17,Township,157.7,14.5,59.4,3.94,0.0
2024-05-29,Walled City,57.0,32.5,24.3,7.05,0.0
2023-06-03,TOWNSHIP,36.9,38.9,56.4,2.54,4.7
2023-12-04,Johar Town,146.9,14.4,63.7,1.23,0.0
2024-06-11,Gulberg,70.3,36.5,65.5,1.98,0.0
2023-01-10,Township,150.2,17.9,45.4,3.54,0.0
2023-04-29,Walled City,114.3,22.9,38.0,1.11,0.0
2023-03-22,DHA,87.7,26.5,45.8,3.45,0.0
2024-12-09,DHA,126.2,16.0,61.3,0.44,0.0
2024-08-07,Gulberg,14.0,32.9,64.6,6.5,0.0
2024-06-10,Walled City,58.4,39.1,36.1,8.95,0.0
2023-02-01,DHA,99.9,10.2,53.0,4.66,0.0
2024-07-23,Gulberg,52.2,32.8,55.5,2.34,0.0
2023-07-22,Township,35.5,35.3,52.9,3.97,1.1
2023-12-26,Johar Town,149.0,10.5,59.9,0.53,0.0
2024-03-16,Gulberg,100.8,20.9,37.8,3.61,0.0
2023-04-21,Township,94.6,22.1,36.8,2.56,1.0
2023-07-28,Township,39.9,36.8,39.5,5.68,0.2
2023-02-07,Township,162.8,10.5,53.5,1.71,0.0
2024-10-28,Gulberg,125.6,22.3,64.8,1.03,0.0
2024-06-04,Township,39.2,34.9,32.2,3.39,1.7
2023-04-17,DHA,72.0,28.8,37.7,3.57,0.0
2023-06-30,Gulberg,32.8,38.2,45.0,2.57,3.2
2024-05-28,Township,80.1,34.7,43.9,2.25,0.0
2024-09-19,Johar Town,92.8,27.2,74.2,0.5,0.0
2024-09-08,Gulberg,22.8,31.8,57.6,7.51,0.0
2023-09-04,Johar Town,71.2,25.0,82.7,1.63,0.0
2024-08-03,Walled City,56.2,34.3,48.3,3.82,0.0
2023-11-12,JOHAR TOWN,102.2,17.2,74.5,0.79,0.0
2024-04-02,Johar Town,78.3,16.2,42.3,7.68,0.0
2023-08-29,Township,62.2,34.7,73.6,2.26,0.0
2023-05-17,Walled City,88.4,31.6,49.7,2.23,0.6
2024-06-05,Johar Town,20.4,26.8,39.4,4.5,1.2
2023-03-12,Gulberg,114.9,18.1,37.7,1.36,0.0
2023-01-05,Township,90.6,15.2,60.4,16.53,0.0
2023-07-20,Gulberg,45.5,35.8,59.4,1.89,4.5
2023-11-18,DHA,,19.8,79.4,2.82,0.0
2024-05-27,Gulberg,51.9,32.0,50.1,3.19,0.0
2024-03-30,DHA,88.9,23.8,41.5,1.27,0.0
2023-11-14,Johar Town,111.8,20.2,64.5,4.54,0.0
2024-09-24,Walled City,126.1,28.7,66.7,0.75,0.0
2023-08-10,DHA,59.2,40.8,56.9,0.23,0.0
2024-09-21,Walled City,113.3,27.7,82.0,4.24,0.0
2024-09-07,Gulberg,59.9,36.0,72.9,3.77,0.0
2024-12-12,Johar Town,166.2,15.8,62.7,3.6,0.0
2023-01-30,Township,,9.2,58.3,0.88,0.3
2024-05-25,Johar Town,33.9,39.9,45.3,6.38,0.0
2024-10-02,DHA,97.9,25.7,81.2,0.72,0.0
2024-03-24,Gulberg,81.4,16.2,31.1,4.01,0.0
2024-09-15,Township,67.9,27.1,57.9,2.35,0.0
2023-01-07, Township ,137.2,7.5,60.5,3.9,0.0
2024-03-06,GULBERG,123.1,17.1,36.6,0.94,0.6
2023-05-15,Gulberg,46.1,27.3,36.3,5.12,1.0
2024-07-01,Johar Town,43.1,33.3,51.8,0.58,0.8
2024-10-17,Johar Town,121.0,23.1,77.7,1.42,0.0
2024-05-14,Walled City,-999.0,34.9,41.2,2.94,0.0
2024-11-30,Township,132.2,13.3,65.3,5.75,0.0
2024-03-26,Gulberg,,24.3,26.1,2.26,0.0
2024-09-05, Walled City ,,31.4,69.1,4.01,0.0
2023-04-10,Walled City,130.6,23.5,41.4,1.59,0.0
2024-05-30,Walled City,69.1,34.1,43.1,3.1,3.3
2024-03-09,Township,125.5,18.8,32.8,0.67,0.0
2023-08-20,Township,30.7,30.1,65.2,5.29,11.9
2023-12-31,Walled City,174.1,11.4,58.0,1.86,0.0
2024-07-19,Gulberg,25.3,40.4,63.1,2.06,1.9
2024-11-18,Township,132.0,12.7,68.2,4.95,0.0
2023-12-01,DHA,91.1,14.6,84.7,7.35,0.0
2024-12-01,Gulberg,111.4,12.4,72.8,5.57,0.0
2024-11-07,Walled City,143.7,15.9,83.1,4.89,0.0
2023-12-13,Gulberg,134.8,7.7,51.1,0.82,0.0
2024-05-17,Gulberg,63.7,35.4,50.9,4.44,0.0
2023-10-20,Johar Town,100.3,22.2,86.6,1.02,0.0
2024-07-26,Township,54.2,34.2,55.2,0.83,0.8
2024-11-11,DHA,103.7,15.1,57.3,2.01,0.0
2024-11-26,DHA,136.2,12.1,59.2,2.55,0.0
2023-12-27,Johar Town,133.1,7.6,59.6,2.98,0.0
2024-02-22,Walled City,165.0,9.4,49.4,1.89,0.0
2024-12-04,DHA,114.9,16.7,,6.06,0.0
2023-09-26,Gulberg,35.7,27.2,69.8,3.67,0.0
2024-04-30,Johar Town,58.9,23.7,32.6,6.29,0.0
2024-04-11,Township,,20.8,34.2,6.09,0.0
2023-03-25,DHA,86.6,19.4,,1.97,0.0
2024-04-30,Township,77.3,26.5,46.8,6.74,0.0
2024-12-05,DHA,100.3,15.5,62.8,5.97,0.0
2024-10-14,DHA,87.1,26.1,83.8,0.96,0.0
2024-06-13,DHA,25.7,31.4,45.5,0.67,0.0
2023-03-20,Johar Town,89.7,19.1,39.7,5.98,0.0
2024-02-20,Johar Town,143.0,14.2,50.1,1.95,0.0
2024-04-05,TOWNSHIP,109.6,24.1,42.3,1.24,0.0
2023-07-02,DHA,9.1,30.8,46.7,1.79,0.0
2024-05-14,DHA,32.2,26.3,28.7,3.95,0.0
2024-10-13,Walled City,126.5,17.9,,2.21,0.7
2023-11-11,Gulberg,119.3,13.8,86.0,1.18,0.4
2023-05-11,Walled City,75.1,26.2,31.3,6.01,0.0
2024-02-13,Johar Town,141.4,11.8,49.8,0.79,0.0
2023-10-11,Gulberg,92.0,28.5,76.1,2.61,0.0
2024-01-03,Walled City,186.5,11.6,66.9,4.46,0.0
2024-09-11,Gulberg,45.4,29.3,57.6,6.84,0.0
2024-07-06,Township,24.8,35.1,43.4,5.8,2.1
2023-02-02,Gulberg,164.7,13.8,51.1,1.0,0.0
2023-10-04,Walled City,113.9,20.9,76.8,3.3,0.0
2024-07-28,Walled City,87.2,42.9,65.0,1.79,0.0
2023-08-29,Gulberg,55.0,32.6,76.2,2.34,0.0
2024-01-21,Walled City,154.4,17.3,,5.27,0.0
2024-02-08,Township,166.7,10.7,52.9,4.25,0.0
2023-03-29,Johar Town,74.6,21.6,43.9,7.72,0.0
2023-02-14,Walled City,137.0,16.7,61.9,8.36,0.0
2024-04-23,Walled City,136.4,28.5,34.9,1.8,0.0
2023-12-06,Gulberg,129.3,12.4,61.2,7.43,0.0
2023-12-26,TOWNSHIP,,14.5,57.5,1.05,0.0
2024-10-24,DHA,107.3,15.9,88.0,0.35,0.0
2023-07-24,Johar Town,8.0,33.2,56.2,0.6,10.6
2024-11-14,Walled City,156.8,11.5,63.0,2.34,0.0
2023-10-24,DHA,85.6,20.0,76.3,3.28,0.0
2024-02-01,Walled City,,13.2,49.4,1.94,3.0
2024-08-26,DHA,30.0,32.9,75.1,3.88,0.0
2024-05-13,Gulberg,48.6,33.4,34.2,4.88,0.0
2023-10-08,Gulberg,103.0,27.2,75.4,3.56,0.0
2023-08-06,Gulberg,27.1,34.4,72.0,2.21,0.0
2024-07-19,DHA,13.1,35.9,51.8,2.54,0.0
2024-09-29,Gulberg,80.2,28.0,82.5,3.27,0.0
2024-04-17,Township,92.5,22.1,33.5,6.73,0.0
2023-03-02,Johar Town,106.2,14.1,36.3,3.3,0.6
2024-05-02,DHA,53.3,27.6,24.1,2.99,0.0
2024-06-10,Johar Town,,30.2,44.7,2.84,0.0
2024-10-10,Township,100.4,27.4,65.0,2.19,0.0
2023-05-06,Walled City,111.7,25.7,39.9,1.1,0.0
2024-12-15,DHA,126.9,10.9,62.5,1.65,0.0
2023-12-23,Gulberg,160.2,18.2,69.0,2.52,0.0
2023-07-10,Township,56.3,34.9,58.7,,5.5
2024-03-05,Walled City,145.5,14.5,47.1,5.06,0.0
2023-09-21,Walled City,100.3,29.7,71.2,2.18,0.0
2023-07-07,Johar Town,,40.9,,3.57,0.0
2023-03-18,Township,109.2,16.8,36.4,3.39,0.0
2023-06-16,Township,68.2,40.2,44.8,1.09,3.0
2023-05-05,Walled City,93.9,31.3,32.7,2.48,0.0
2023-09-08,Township,63.8,30.3,82.3,6.32,0.0
2023-06-13,Johar Town,9.2,33.8,45.4,2.32,5.2
2024-04-19,DHA,53.2,27.5,24.3,4.15,0.0
2024-03-24,DHA,93.1,25.3,32.7,1.45,0.5
2023-12-29,Gulberg,148.9,9.4,63.2,3.68,0.0
2023-08-11,Walled City,38.5,26.8,65.8,6.45,0.0
2023-11-22,Walled City,138.3,20.0,55.8,3.7,0.0
2023-01-13,Gulberg,152.0,8.4,60.4,1.81,0.0
2024-04-30,GULBERG,67.7,27.3,32.1,5.24,0.0
2024-05-12,Township,58.4,29.9,33.9,5.76,0.0
2023-08-28,Walled City,89.2,29.2,71.8,6.35,1.2
2024-11-24,Johar Town,138.7,14.4,73.2,2.21,0.0
2024-11-01,Gulberg,106.1,16.7,63.9,2.52,0.0
2023-11-16,Township,146.8,21.9,70.1,1.53,0.0
2023-03-07,DHA,93.4,22.1,47.0,2.2,0.0
2023-05-10,Walled City,103.6,28.7,33.9,1.7,0.0
2023-12-21,DHA,118.4,13.5,53.5,3.77,0.0
2024-06-08,Gulberg,,37.1,49.6,2.46,0.0
2024-10-13,Township,110.0,18.5,80.1,2.16,0.0
2024-10-29,Township,141.6,26.3,,0.52,2.7
2023-04-11,Johar Town,71.7,22.7,35.6,5.64,0.0
2024-03-21,Johar Town,84.7,21.0,39.2,4.08,0.0
2023-03-23,DHA,97.6,11.1,56.5,3.06,0.0
2023-11-11, DHA ,116.6,17.6,68.7,2.12,0.0
2024-10-05,Walled City,132.5,24.5,71.0,3.35,0.0
2023-04-16,Township,81.6,28.9,28.6,2.49,2.4
2024-04-11,JOHAR TOWN,76.5,21.8,47.3,4.92,0.0
2024-03-29,Gulberg,43.1,17.8,45.8,10.46,3.8
2023-10-17,Walled City,134.3,19.6,76.3,1.65,0.0
2023-11-06,Township,119.6,16.8,68.8,2.56,0.0
2024-05-19,Johar Town,40.6,33.0,57.2,5.31,4.0
2024-06-19,Johar Town,39.5,32.7,43.6,6.75,0.0
2024-10-22,Township,,26.1,74.4,2.85,0.0
2023-04-10,Gulberg,77.4,22.7,31.4,4.66,0.0
2024-09-02,Walled City,74.0,36.8,67.9,2.73,0.0
2023-09-17,DHA,32.0,26.3,61.0,4.67,0.0
2023-07-18,Township,19.8,33.0,41.4,4.74,10.1
2024-02-25,DHA,108.4,14.0,41.1,4.07,0.0
2023-02-25,Johar Town,128.7,19.8,,4.43,0.0
2024-04-22,DHA,,27.3,40.1,6.79,2.6
2023-05-02,DHA,42.1,26.6,39.7,1.0,0.0
2024-09-16,Township,80.6,28.8,62.4,2.75,0.0
2024-11-18,Gulberg,142.7,10.0,72.7,2.72,0.0
2024-04-20,Township,81.8,24.9,32.9,2.47,0.0
2024-07-10,Walled City,50.7,39.5,48.9,2.71,4.0
2024-05-02,Township,91.9,30.6,35.4,3.29,0.0
2024-06-12,Johar Town,46.8,36.4,45.9,3.27,0.0
2023-07-30, Gulberg ,35.7,33.5,,1.58,0.0
2023-04-08,DHA,59.3,21.9,,3.66,0.0
2024-05-08,DHA,58.0,31.7,46.5,1.95,0.0
2023-01-16,Township,157.2,10.1,48.8,2.71,0.0
2023-02-19,Johar Town,102.6,14.9,42.4,3.27,0.0
2024-06-16,Johar Town,33.1,34.7,19.7,0.83,5.2
2024-11-14,Township,144.1,20.8,75.0,2.44,1.3
2023-11-17,Township,129.2,12.7,70.9,1.12,0.0
2024-11-25, Township ,143.5,16.0,64.2,3.09,0.0
2023-09-29,Johar Town,83.7,28.1,,6.73,0.0
2023-03-02,Walled City,140.1,14.7,35.0,3.59,0.0
2024-03-14,Johar Town,88.9,16.0,48.5,6.28,0.0
2023-08-03,Johar Town,14.8,34.4,69.5,5.38,7.9
2023-03-19,Johar Town,110.2,21.1,42.8,2.63,0.0
2024-09-23,Gulberg,96.1,20.7,75.2,1.76,0.1
2024-12-21,Gulberg,144.4,12.6,52.9,1.7,0.0
2024-03-11,Township,121.6,16.7,41.0,2.64,0.0
2024-01-23,Gulberg,146.1,15.5,49.4,2.34,0.0
2023-02-25,Township,132.4,17.2,50.1,1.48,4.2
2024-03-29,DHA,81.6,17.7,30.4,3.34,1.6
2023-06-15,DHA,8.0,34.2,50.5,8.43,0.6
2024-04-21,Gulberg,45.4,27.1,37.6,8.73,0.0
2023-02-03,Walled City,167.4,14.9,56.5,0.46,0.0
2024-11-29,Township,143.4,16.0,67.7,3.92,0.0
2023-12-20,DHA,123.7,15.3,72.5,4.33,0.0
2024-04-23,Township,98.5,25.6,35.4,4.54,0.0
2023-01-12,Township,139.5,19.3,57.7,6.97,0.0
2023-11-26,Johar Town,,22.2,76.3,1.82,0.0
2024-11-20,Walled City,184.1,18.7,67.4,0.88,0.1
2023-03-11,Township,83.5,18.8,47.4,3.66,1.8
2023-11-19,Johar Town,101.3,16.1,63.5,1.29,0.0
2024-06-07,Gulberg,,31.6,48.2,3.7,0.7
2023-07-23,Gulberg,,35.5,52.9,5.72,0.0
2023-05-24,Walled City,77.4,35.9,46.7,2.23,0.0
2024-11-03,DHA,78.1,22.4,55.3,3.61,0.0
2023-09-15,Johar Town,54.8,33.5,82.3,3.25,0.0
2024-10-16,DHA,84.6,22.1,,4.49,0.0
2023-10-07,Township,79.5,27.8,67.1,3.63,0.0
2023-04-19,Walled City,117.9,26.9,25.3,,0.0
2024-06-15,Township,43.7,32.1,48.0,3.71,4.9
2024-10-13,Johar Town,58.7,27.8,68.9,4.68,0.0
2024-07-15,Johar Town,35.5,35.1,49.9,1.51,0.0
2023-04-13,Township,99.1,20.2,40.4,0.06,0.0
2024-01-08,Gulberg,126.7,11.0,56.5,4.29,0.0
2023-12-13,Johar Town,128.7,8.7,63.8,1.62,0.0
2024-05-03,Gulberg,58.6,32.9,20.5,6.81,0.0
2024-07-07,TOWNSHIP,59.2,38.6,60.9,0.68,0.1
2023-02-22,DHA,115.4,11.4,41.8,4.8,0.0
2023-06-11,Township,24.8,34.9,37.5,2.97,8.4
2023-01-02,Johar Town,119.7,15.8,74.9,10.72,0.0
2024-11-07,Gulberg,130.3,16.1,85.5,1.63,0.0
2024-07-05,Johar Town,38.7,39.9,61.0,2.42,4.6
2023-08-04,Walled City,63.3,30.2,58.6,3.91,2.1
2023-05-01,Walled City,78.6,24.5,30.4,3.51,0.3
2024-03-06,DHA,132.1,15.6,38.2,1.82,0.0
2024-08-22,Johar Town,33.3,35.1,64.1,5.9,4.5
2024-11-05,Walled City,138.6,22.4,71.7,4.74,0.0
2024-06-14,Township,8.0,34.3,50.8,17.92,1.1
2023-08-01,Township,73.8,32.8,64.2,2.54,0.0
2023-07-18,Johar Town,16.9,42.4,56.0,4.29,0.0
2024-02-09,Township,150.9,15.4,55.9,3.78,0.0
2023-08-13,Gulberg,43.2,35.4,65.9,3.19,1.3
2024-12-23,Walled City,178.7,14.0,63.1,3.67,0.0
2023-12-29,Johar Town,155.3,9.3,57.0,1.63,0.0
2024-08-10,Gulberg,59.1,35.5,65.4,0.26,0.0
2023-06-22,Gulberg,8.0,42.3,48.4,4.95,5.7
2024-01-04,Walled City,139.2,15.5,61.8,10.01,0.0
2024-07-14,Township,38.2,31.3,37.4,2.55,0.0
2023-04-21,Gulberg,88.7,27.3,20.7,2.84,0.0
2024-08-05,Gulberg,71.9,35.7,59.9,1.96,0.0
2023-05-20,DHA,23.7,28.3,40.6,5.3,0.0
2024-03-14,Walled City,157.1,15.6,42.0,1.32,0.0
2023-05-22,Johar Town,44.1,32.8,47.5,5.29,0.0
2024-08-04,Township,35.7,32.4,58.2,2.22,4.5
2023-09-13,Gulberg,,29.8,67.7,4.29,0.0
2024-04-05,DHA,87.2,23.8,35.2,4.13,1.2
2024-03-31,Gulberg,113.7,20.8,48.0,1.01,1.6
2024-12-28,Township,179.2,13.8,70.8,3.36,0.0
2023-05-06,DHA,,32.1,32.4,2.97,0.0
2024-08-22,DHA,10.3,37.4,51.9,3.12,8.5
2023-07-21,WALLED CITY,60.9,36.9,45.1,3.84,0.0
2023-09-16,DHA,76.5,30.4,78.1,0.74,0.0
2023-10-19,Walled City,108.5,22.3,77.9,4.6,6.6
2024-07-09,DHA,8.0,39.3,52.8,2.95,0.0
2023-11-24,Township,106.9,12.6,61.6,9.19,0.0
2024-12-07,Johar Town,,11.2,73.0,2.5,0.0
2023-04-29,Gulberg,85.5,24.4,18.4,0.37,0.0
2024-11-15,Walled City,154.8,15.8,53.6,1.31,0.0
2024-10-08,Johar Town,76.6,20.8,83.8,5.1,0.0
2023-09-10,Johar Town,44.9,27.3,63.5,2.58,8.1
2024-09-25,DHA,60.1,29.9,72.9,4.09,0.0
2023-06-05, Johar Town ,58.5,35.4,40.6,0.89,0.0
2024-03-02,Walled City,168.5,13.5,38.9,0.65,0.0
2024-03-24,Johar Town,85.9,24.3,40.9,3.39,0.0
2024-08-23,Gulberg,52.7,32.1,56.4,1.0,1.3
2023-01-09,Gulberg,151.4,11.2,69.9,1.25,0.0
2024-11-19,Walled City,174.7,17.2,80.6,5.66,0.0
2023-03-16,DHA,79.2,23.3,34.0,6.77,0.0
2024-10-20,Township,116.0,25.3,67.2,2.67,0.0
2024-02-15,Township,160.4,16.0,44.6,0.86,0.0
2024-10-19,DHA,62.1,16.6,80.4,9.21,0.0
2023-05-18,DHA,29.6,30.5,36.1,3.86,0.0
2023-08-02,Walled City,63.9,26.7,79.8,2.82,0.0
2023-01-30,Johar Town,119.2,12.4,59.5,6.09,0.0
2023-06-02,Township,55.9,28.2,37.8,4.02,0.0
2023-12-14,Township,154.8,12.8,58.6,1.12,0.0
2023-10-03,Gulberg,78.5,28.1,64.7,2.12,0.4
2023-09-13,Walled City,63.9,33.0,62.8,,0.0
2024-08-18,Township,41.3,32.2,68.9,4.22,3.5
2024-05-23,Walled City,73.9,37.8,60.1,5.82,0.0
2024-07-12,DHA,24.8,32.8,42.0,2.94,0.0
2024-03-18,Gulberg,59.4,25.5,36.2,15.11,0.0
2024-03-16,WALLED CITY,132.7,19.1,42.4,4.37,0.0
2024-10-11,DHA,87.1,15.9,84.9,3.42,0.0
2023-04-27,Township,84.1,23.4,41.4,2.55,0.0
2023-08-19,Walled City,72.8,36.9,56.8,,0.0
2024-03-07,Walled City,133.7,15.9,26.9,4.71,0.0
2023-08-23,DHA,36.2,33.2,61.7,1.72,0.0
2023-09-06,Township,92.8,26.2,65.1,1.92,0.0
2023-12-26,DHA,106.9,16.8,60.6,2.44,4.4
2023-10-12,Walled City,126.8,20.8,82.3,1.12,0.0
2024-04-24,Township,105.4,26.7,33.5,0.05,0.0
2024-05-09,Township,109.2,31.2,37.6,0.07,1.5
2024-12-21,DHA,149.9,8.5,65.7,3.17,0.0
2024-01-06,DHA,128.8,13.3,37.4,2.09,0.0
2023-10-15,DHA,65.8,25.5,74.8,2.1,0.0
2023-03-07,Walled City,149.3,11.3,42.4,0.22,2.2
2023-03-13,Township,109.2,19.9,40.1,4.68,0.0
2023-09-11,Walled City,91.8,28.4,70.1,1.1,0.0
2023-01-25,Gulberg,,12.0,52.1,1.53,0.0
2023-08-02,DHA,22.3,36.2,45.5,2.56,0.7
2023-02-27,Gulberg,116.5,16.2,38.4,3.73,0.0
2023-12-30,Johar Town,148.2,6.5,53.5,4.3,0.0
2023-07-10,Gulberg,27.2,32.8,58.9,,0.6
2024-04-23,DHA,55.2,27.5,43.8,3.47,1.1
2024-01-18,Township,166.0,12.8,54.9,1.26,0.0
2023-02-07,Johar Town,137.5,10.3,50.7,0.99,0.0
2023-12-11,DHA,136.4,13.6,64.9,2.49,0.0
2024-05-07,Gulberg,78.8,32.6,44.7,2.22,0.0
2023-12-28,Johar Town,143.2,14.4,61.0,5.81,0.0
2024-12-29,Walled City,179.8,11.0,,4.9,0.0
2023-02-21,Walled City,152.5,15.7,45.5,4.25,0.2
2024-10-02,Gulberg,48.4,27.3,68.4,3.38,0.0
2023-01-03,Gulberg,130.2,13.5,53.1,3.5,0.0
2024-12-31,Johar Town,165.0,12.5,60.9,1.46,0.0
2024-11-04,Johar Town,103.2,18.6,62.8,0.49,0.0
2023-05-22,Gulberg,35.2,30.5,45.2,7.04,0.0
2023-11-09, DHA ,82.7,17.1,66.7,1.21,0.0
2024-07-17,Township,59.2,38.2,54.6,1.49,0.1
2024-09-04,Gulberg,63.2,28.5,76.5,1.99,0.0
2023-11-28,DHA,116.9,18.5,67.9,5.42,0.0
2024-09-12,DHA,72.4,30.2,63.0,1.07,0.0
2023-05-08,Township,71.5,28.9,35.0,3.03,0.0
2023-04-23,Johar Town,53.4,24.2,37.3,3.1,0.0
2024-07-16,DHA,8.0,37.6,50.0,7.38,0.0
2024-03-18,Johar Town,133.9,13.9,36.5,1.25,0.0
2024-07-22,Gulberg,22.5,35.7,50.8,2.32,0.0
2023-10-06,Johar Town,73.0,25.3,69.9,2.89,0.0
2024-07-26,Gulberg,37.8,36.8,51.2,2.52,0.0
2024-06-18,Walled City,47.7,31.5,53.6,4.25,1.8
2024-05-21,Johar Town,53.7,29.4,43.1,5.1,0.0
2023-07-17,Township,53.6,35.2,49.8,1.04,0.0
2024-07-11,Johar Town,55.9,39.3,48.4,1.2,0.0
2023-10-17,Gulberg,109.0,24.2,71.1,0.4,0.0
2024-05-18,DHA,27.9,31.6,38.0,6.34,0.0
2023-05-21,Township,33.3,34.5,32.5,7.06,0.3
2023-12-03,Walled City,161.6,10.3,78.6,2.81,0.0
2023-01-28,DHA,115.6,16.4,46.5,4.44,0.0
2023-05-31, Walled City ,82.5,30.2,34.6,0.96,0.0
2023-06-09,Township,42.8,37.7,35.6,3.45,0.0
2024-04-22,Township,95.5,27.2,39.9,4.12,0.0
2024-06-03,Walled City,74.7,33.5,33.5,1.3,0.0
2024-03-02,Gulberg,,16.7,47.0,0.73,0.0
2024-03-30,Walled City,132.3,19.2,30.0,,0.0
2024-07-07,Johar Town,34.0,35.5,44.5,1.8,0.0
2024-08-25,Gulberg,29.3,30.9,63.9,7.91,0.0
2023-11-17,Walled City,184.7,10.4,76.5,1.19,0.0
2023-07-17,Walled City,50.8,41.9,48.4,4.52,2.0
2024-08-09,Johar Town,33.9,36.1,67.2,4.57,0.2
2024-06-28,Township,53.0,36.5,49.0,2.31,2.9
2024-03-17,Walled City,126.0,15.2,37.3,2.43,0.0
2024-02-15,DHA,99.6,15.5,45.2,4.75,0.0
2024-02-28,Gulberg,164.4,15.4,38.2,0.31,0.0
2024-05-08,Johar Town,53.8,34.0,27.2,,0.0
2024-10-26,Township,102.9,20.4,70.4,6.17,0.0
2024-08-01,Gulberg,31.7,35.2,64.2,3.99,0.0
2023-10-06,Gulberg,82.0,25.4,87.2,3.81,0.0
2023-06-01,Gulberg,13.7,34.7,39.1,6.94,4.3
2023-06-07,Walled City,72.3,33.1,45.1,2.35,0.0
2024-01-14,Gulberg,143.2,11.4,64.2,1.48,0.0
2024-11-17,Walled City,143.9,14.7,55.8,2.19,0.0
2023-08-07,Johar Town,25.1,39.7,72.0,2.31,0.0
2023-05-18,Township,56.8,31.7,49.4,1.29,0.0
2024-11-29,DHA,151.5,18.6,73.3,1.49,0.0
2024-04-09,Johar Town,111.4,22.7,42.6,1.25,0.0
2023-04-27,Johar Town,53.5,31.2,32.7,2.73,0.0
2023-10-08,DHA,36.1,30.7,69.3,3.83,0.0
2024-12-18,Gulberg,138.5,12.1,64.8,4.67,0.0
2023-06-23,Johar Town,21.5,37.3,,1.55,0.0
2024-01-22,Gulberg,149.2,16.5,,,0.0
2024-03-22,Gulberg,,18.5,29.7,0.89,0.0
2024-09-04,DHA,8.0,30.8,56.9,10.76,0.0
2023-10-27,Township,124.0,19.7,74.2,1.34,0.7
2024-09-15,DHA,43.0,29.6,61.5,6.46,0.0
2023-12-31,Johar Town,132.8,12.0,52.9,4.91,1.1
2024-04-20,DHA,67.4,28.9,35.5,0.93,0.0
2023-05-23,Gulberg,41.6,34.4,39.3,2.95,0.0
2023-01-28,Johar Town,139.8,18.6,43.8,0.95,0.0
2024-01-04,Johar Town,143.7,9.6,42.2,1.37,0.0
2024-12-05,Walled City,158.9,10.8,66.1,6.52,0.0
2024-12-10,DHA,150.0,13.1,76.8,1.57,0.6
2024-03-27,Gulberg,114.3,20.4,45.2,3.65,0.0
2023-06-02,DHA,24.9,33.5,33.2,3.68,0.0
2023-10-02,Township,78.8,23.1,84.5,4.58,0.0
2023-08-03,Walled City,48.6,32.9,59.9,6.0,0.1
2023-06-07,DHA,8.0,35.4,42.6,5.62,0.2
2023-06-15,Johar Town,20.4,34.6,41.7,4.62,0.0
2024-11-18,Johar Town,124.3,16.1,68.8,4.29,0.0
2023-01-20,Johar Town,159.9,16.7,,2.21,0.0
2023-01-16,Johar Town,119.5,9.2,53.0,3.63,0.0
2024-02-17,Johar Town,94.6,19.7,48.3,9.16,0.0
2023-01-04,Township,163.1,13.0,53.7,2.3,0.0
2024-02-11,Walled City,196.5,13.2,40.4,1.65,0.0
2024-04-01,Gulberg,112.2,24.6,43.1,0.93,0.0
2024-08-14,DHA,8.0,39.1,57.6,6.26,0.0
2024-12-17,Johar Town,162.5,16.0,81.3,2.78,0.0
2023-06-08,Township,72.5,31.7,58.6,1.64,0.0
2024-11-16,DHA,113.7,19.1,78.4,2.34,0.0
2023-06-15,Walled City,47.4,33.2,51.3,5.85,1.5
2024-04-05,Johar Town,,25.6,28.4,3.46,3.6
2023-12-06,Johar Town,127.7,13.7,88.8,1.39,0.0
2024-03-25,Township,,19.3,37.8,0.74,0.0
2024-01-15,Walled City,163.9,11.0,57.8,3.1,0.0
2023-12-06,Walled City,171.2,13.5,,3.42,0.0
2024-11-23,Township,159.0,21.5,71.2,1.15,0.0
2024-03-02,Township,153.7,15.4,50.0,1.61,0.0
2023-01-26,DHA,-999.0,15.4,51.5,1.97,0.0
2023-03-14,Township,126.7,22.1,28.0,0.23,0.0
2024-06-28,Johar Town,8.5,37.8,43.0,2.27,7.0
2023-02-06,Gulberg,136.7,18.9,71.7,0.9,0.0
2024-05-27,Johar Town,13.3,29.2,36.6,7.09,0.0
2023-07-08,Walled City,62.4,31.8,53.3,1.45,1.2
2024-07-23,Walled City,78.0,38.0,60.9,1.43,1.1
2023-03-09,Walled City,153.1,17.2,32.7,1.51,0.0
2023-05-05,Township,93.8,27.3,49.7,3.35,0.0
2023-05-26,Township,62.9,35.3,29.7,2.69,0.0
2023-11-12,DHA,122.0,12.8,88.8,1.42,0.0
2023-03-30,Johar Town,82.4,18.5,33.9,7.33,0.0
2024-12-11,Township,139.7,11.0,52.1,0.46,0.0
2023-10-12,Township,110.0,21.7,92.2,2.18,0.0
2023-11-16,Johar Town,111.7,16.2,74.9,2.87,0.0
